sentiment,text,user
neutral,RT @suthichai: สุทธิชัย วิเคราะห์ ! \nสงครามเขย่าตลาดน้ำมันโลก  ทั่วโลกต้องปรับตัวขนานใหญ่ รับวิกฤต\n\nดูคลิปเต็ม คลิก https://t.co/PIYS57xvLS…,nun109
positive,"RT @audiocustoms82: Call signs, from left to right:\nBig Blue, Old School, Kiwi, Thatcher\nWe really need donations to keep our mission runni…",A3_Melle
neutral,RT @LordHakuten: https://t.co/DixckuhhSi\n\n#Ukraine️ #UkraineWar #charity #UkraineRussiaWar #UkraineUnderAttaсk #Ukrainecrisis #Ukrainecrisis,LordHakuten
neutral,RT @MorganMu007: 据英国媒体当地时间6月2日消息，英国已承诺向乌克兰运送中程火箭系统。英国国防大臣华莱士说，英国将送出一批M270发射器，它们能够发射出近79千米的精确制导火箭。#UkraineCrisis https://t.co/D5Hse9dTuX,Chou93007352
negative,RT @RTNNewspaper: #Ukrainecrisis Russian FSB agent arrested following alleged planned terrorist attacks on Ukraine https://t.co/TGEl6hPqSx,SolTimesNews
negative,#Ukrainecrisis Russian FSB agent arrested following alleged planned terrorist attacks on Ukraine https://t.co/TGEl6hPqSx,RTNNewspaper
negative,"Gaan fuck jouself, Poetin!\n(Afrikaans)\n\n#UkraineUnderAttack #IStandWithUkraine #UkraineRussiaWar #FuckPutin",FuckPutinBot
neutral,"Mine kuradi ise, Putin!\n(Estonian)\n\n#RussianWarCrimes #UkraineRussiaWar #UkraineUnderAttack #PutinWarCrimes",FuckPutinBot
neutral,"¡Vete a la mierda, PUTIN!\n(Spanish)\n\n#StopRussianAggression #PutinWarCrimes #StopPutin #UkraineUnderAttack",FuckPutinBot
positive,"RT @Gerashchenko_en: The legendary sapper, #Patron-the-dog, came to St. Mykola Hospital in #Lviv yesterday to support the war-torn children…",Mon4akon4a
neutral,RT @GaetanoVallini: giugno la prima pagina di oggi #osservatoreromano\n#PapaFrancesco \n#UkraineUnderAttack #Ukraine #PeaceInUkraine #Ucraina…,monda66
neutral,"Отидете на себе си, Путин!\n(Bulgarian)\n\n#UkraineUnderAttack #RussianWarCrimes #StopRussianAggression #RussiaInvadedUkraine",FuckPutinBot
neutral,"Idź się pieprzyć, Putin!\n(Polish)\n\n#IStandWithUkraine #PutinsWar #UkraineRussiaWar #UkraineUnderAttack",FuckPutinBot
neutral,Concordo! #UkraineUnderAttack https://t.co/DN9WFrsnk1,Birba731
neutral,"לך לזיין את עצמך, פוטין!\n(Hebrew)\n\n#UkraineUnderAttack #Ukraine #StandWithUkraine #PutinsWar",FuckPutinBot
positive,"RT @Gerashchenko_en: The legendary sapper, #Patron-the-dog, came to St. Mykola Hospital in #Lviv yesterday to support the war-torn children…",dagmarmangold4
neutral,Dzień 101. Ukraina walczy i zwycięża walcząc na froncie ługańskim pod Siewierodonieckiem oraz na froncie chersoński… https://t.co/ZnszDExhk8,RobertBatko1
neutral,"Eikite save, Putinas!\n(Lithuanian)\n\n#RussiaWarCrimes #StopPutin #UkraineUnderAttack #StandWithUkraine",FuckPutinBot
neutral,"Idź się pieprzyć, Putin!\n(Polish)\n\n#StopRussianAggression #RussiaInvadedUkraine #Ukraine #UkraineUnderAttack",FuckPutinBot
neutral,"너 자신, 푸시 빌어 먹을!\n(Korean)\n\n#UkraineUnderAttack #Ukraine #IStandWithUkraine #RussianWarCrimes",FuckPutinBot
neutral,去他媽的，普京！\n(Chinese Traditional)\n\n#IStandWithUkraine #FuckPutin #UkraineUnderAttack #StandWithUkraine,FuckPutinBot
neutral,"Git kendini becerdin, Putin!\n(Turkish)\n\n#PutinsWar #StopRussianAggression #UkraineRussiaWar #UkraineUnderAttack",FuckPutinBot
neutral,"RT @Gerashchenko_en: 1/2 #Zaporizhzhia Nuclear Plant is lacking spare parts and supplies. \nWhile russians were overtaking the plant, their…",KernYurii
neutral,"Va te faire foutre, Poutine!\n(French)\n\n#UkraineUnderAttack #StopRussianAggression #IStandWithUkraine #StandWithUkraine",FuckPutinBot
neutral,"Ga jezelf neuken, putin!\n(Dutch)\n\n#PutinsWar #IStandWithUkraine #PutinWarCrimes #UkraineUnderAttack",FuckPutinBot
neutral,Ztráty ruských okupantů za prvních 100 dnů války k 3. 6. 2022 podle Ukrajiny.\n\n#Ukrajina #Ukraine… https://t.co/GurloJiy0s,LubosZabojnik
negative,"Gaan fuck jouself, Poetin!\n(Afrikaans)\n\n#StopRussianAggression #UkraineUnderAttack #FuckPutin #PutinsWar",FuckPutinBot
neutral,A #Russian missile hit an agricultural facility in the #Odesa region this morning. The fire it caused was distingui… https://t.co/mOtvMVvVsd,suspilne_news
neutral,"Иди трахнуйся, Путин!\n(Russian)\n\n#StopRussianAggression #RussiaInvadedUkraine #UkraineUnderAttack #PutinsWar",FuckPutinBot
neutral,"নিজেকে যৌনসঙ্গম, পুতিন!\n(Bengali)\n\n#UkraineRussiaWar #UkraineUnderAttack #IStandWithUkraine #Ukraine",FuckPutinBot
neutral,"Git kendini becerdin, Putin!\n(Turkish)\n\n#PutinWarCrimes #RussianWarCrimes #UkraineRussiaWar #UkraineUnderAttack",FuckPutinBot
negative,"Iet Fuck sevi, Putins!\n(Latvian)\n\n#UkraineUnderAttack #FuckPutin #RussiaWarCrimes #PutinsWar",FuckPutinBot
neutral,"너 자신, 푸시 빌어 먹을!\n(Korean)\n\n#RussiaInvadedUkraine #IStandWithUkraine #UkraineUnderAttack #StandWithUkraine",FuckPutinBot
neutral,"- Подразделения противовоздушной обороны сбили крылатую ракету, тактический разведывательный БПлА Элерон и 2 БПлА т… https://t.co/d7cdHYKjNU",mynew_project
negative,"Ale Fuck tèt ou, Putin!\n(Haitian Creole)\n\n#PutinWarCrimes #UkraineUnderAttack #PutinsWar #Ukraine",FuckPutinBot
neutral,Putin banned this image. We know he is on the wane. May he be transported by winged messengers to the netherworld t… https://t.co/cPn1NfJeqZ,JlVoix
neutral,#Ukraine️ #UkraineUnderAttack #WarCrime\n@piersmorgan @vonderleyen @DeborahMeaden @KayBurley @Keir_Starmer… https://t.co/eXj8jJGC44,RupeshParmarX
positive,RT @ukrayrussia: The soldier is only 21 years old fighting for his country. He's the only one guarding the footbridge of Kyiv.\n\nThis is hea…,Aderem9Adegbola
neutral,"Vai a scopare te stesso, Putin!\n(Italian)\n\n#RussiaInvadedUkraine #RussianWarCrimes #UkraineUnderAttack #PutinsWar",FuckPutinBot
positive,"RT @Gerashchenko_en: Thank you, \n@Metallica!\nThanks for supporting Ukraine! 🇺🇦 #StandWithUkraine #UkraineUnderAttack",riikka_kevo
neutral,"Gå i deg selv, Putin!\n(Norwegian)\n\n#RussianWarCrimes #UkraineUnderAttack #UkraineRussiaWar #Ukraine",FuckPutinBot
neutral,#Ukraine️ #UkraineUnderAttack #WarCrime\n@piersmorgan @vonderleyen @DeborahMeaden @KayBurley @Keir_Starmer… https://t.co/UL792DJaBf,RupeshParmarX
neutral,去他媽的，普京！\n(Chinese Traditional)\n\n#RussianWarCrimes #UkraineUnderAttack #RussiaWarCrimes #PutinsWar,FuckPutinBot
negative,"RT @realBertBlocken: Everywhere in Russia, small clay persons show up that protest against the war in @Ukraine \n\None of them has yet been…""",gart_scheppers
neutral,"Mine kuradi ise, Putin!\n(Estonian)\n\n#PutinWarCrimes #StandWithUkraine #StopRussianAggression #UkraineUnderAttack",FuckPutinBot
positive,"RT @Gerashchenko_en: The legendary sapper, #Patron-the-dog, came to St. Mykola Hospital in #Lviv yesterday to support the war-torn children…",badmoodmax
neutral,"ನೀವೇ ಫಕ್, ಪುಟಿನ್!\n(Kannada)\n\n#Ukraine #UkraineUnderAttack #StopRussianAggression #UkraineRussiaWar",FuckPutinBot
neutral,RT @AgenciaAJN: Turquía compra el grano ucraniano robado por Rusia \n\n#Rusia #Ucrania #Turquia #Russia #Ukraine #Turkey @KremlinRussia_E @Ze…,77roger77
positive,"RT @mns120: Otra baja en los mandos Rusos 🇷🇺, el carnicero de Syria, General Alexander Dvornikov comandante en jefe de la Operacion Especia…",mns120
positive,"RT @Gerashchenko_en: The legendary sapper, #Patron-the-dog, came to St. Mykola Hospital in #Lviv yesterday to support the war-torn children…",didzisdejus
neutral,"Mene vittu itse, Putin!\n(Finnish)\n\n#RussiaWarCrimes #PutinWarCrimes #Ukraine #UkraineUnderAttack",FuckPutinBot
negative,"Nenda fuck mwenyewe, Putin!\n(Swahili)\n\n#StopPutin #UkraineUnderAttack #Ukraine #UkraineRussiaWar",FuckPutinBot
negative,"Gaan fuck jouself, Poetin!\n(Afrikaans)\n\n#RussianWarCrimes #UkraineRussiaWar #StandWithUkraine #UkraineUnderAttack",FuckPutinBot
positive,"RT @Gerashchenko_en: The legendary sapper, #Patron-the-dog, came to St. Mykola Hospital in #Lviv yesterday to support the war-torn children…",jamtartladyharp
neutral,"நீங்களே, புட்டின்!\n(Tamil)\n\n#StopRussianAggression #Ukraine #IStandWithUkraine #UkraineUnderAttack",FuckPutinBot
neutral,ไปเย็ดตัวเองปูติน!\n(Thai)\n\n#StopPutin #StopRussianAggression #UkraineRussiaWar #UkraineUnderAttack,FuckPutinBot
neutral,去他妈的，普京！\n(Chinese Simplified)\n\n#UkraineUnderAttack #StopPutin #UkraineRussiaWar #PutinWarCrimes,FuckPutinBot
neutral,"Eikite save, Putinas!\n(Lithuanian)\n\n#UkraineUnderAttack #RussiaWarCrimes #FuckPutin #StopRussianAggression",FuckPutinBot
positive,"RT @Gerashchenko_en: The legendary sapper, #Patron-the-dog, came to St. Mykola Hospital in #Lviv yesterday to support the war-torn children…",DebbieMcqueen11
neutral,"Va te faire foutre, Poutine!\n(French)\n\n#StopRussianAggression #UkraineUnderAttack #RussiaWarCrimes #UkraineRussiaWar",FuckPutinBot
neutral,去他媽的，普京！\n(Chinese Traditional)\n\n#StandWithUkraine #RussianWarCrimes #RussiaInvadedUkraine #UkraineUnderAttack,FuckPutinBot
positive,"RT @Gerashchenko_en: The legendary sapper, #Patron-the-dog, came to St. Mykola Hospital in #Lviv yesterday to support the war-torn children…",CCPFucker8964
neutral,"Git kendini becerdin, Putin!\n(Turkish)\n\n#StopPutin #StandWithUkraine #UkraineUnderAttack #RussiaWarCrimes",FuckPutinBot
neutral,"Pojdi, Putin!\n(Slovenian)\n\n#UkraineRussiaWar #RussianWarCrimes #UkraineUnderAttack #RussiaInvadedUkraine",FuckPutinBot
neutral,去他媽的，普京！\n(Chinese Traditional)\n\n#UkraineUnderAttack #RussianWarCrimes #IStandWithUkraine #FuckPutin,FuckPutinBot
positive,"RT @Gerashchenko_en: The legendary sapper, #Patron-the-dog, came to St. Mykola Hospital in #Lviv yesterday to support the war-torn children…",TrueBluPatriot
neutral,ไปเย็ดตัวเองปูติน!\n(Thai)\n\n#StopPutin #RussiaWarCrimes #Ukraine #UkraineUnderAttack,FuckPutinBot
neutral,RT @Milda_Design: We donate 20% of the profits from the sale of products to Ukraine.\nBuy link👇\nhttps://t.co/e2httf4Etr\n\n#StandWithUkraine …,WorkingActuary
positive,"Farðu í þig, Pútín!\n(Icelandic)\n\n#StopPutin #RussiaWarCrimes #UkraineUnderAttack #RussiaInvadedUkraine",FuckPutinBot
negative,"Mur fuck lilek innifsek, Putin!\n(Maltese)\n\n#RussianWarCrimes #StandWithUkraine #PutinWarCrimes #UkraineUnderAttack",FuckPutinBot
neutral,"নিজেকে যৌনসঙ্গম, পুতিন!\n(Bengali)\n\n#RussiaInvadedUkraine #UkraineUnderAttack #UkraineRussiaWar #PutinsWar",FuckPutinBot
neutral,"Vai a scopare te stesso, Putin!\n(Italian)\n\n#UkraineUnderAttack #RussianWarCrimes #RussiaWarCrimes #StopPutin",FuckPutinBot
neutral,"Pergi bercinta sendiri, Putin!\n(Indonesian)\n\n#PutinsWar #Ukraine #StandWithUkraine #UkraineUnderAttack",FuckPutinBot
neutral,RT @raging545: Situational maps showing the amount of the city of #Severodonetsk that has been recaptured by Ukrainian forces in the last 2…,Xmagdalena
neutral,"Idź się pieprzyć, Putin!\n(Polish)\n\n#StopPutin #RussiaInvadedUkraine #UkraineUnderAttack #StopRussianAggression",FuckPutinBot
neutral,"¡Vete a la mierda, PUTIN!\n(Spanish)\n\n#UkraineUnderAttack #Ukraine #PutinsWar #RussianWarCrimes",FuckPutinBot
neutral,"మీరే ఫక్, పుతిన్!\n(Telugu)\n\n#StandWithUkraine #PutinWarCrimes #UkraineUnderAttack #PutinsWar",FuckPutinBot
neutral,"Vai a scopare te stesso, Putin!\n(Italian)\n\n#PutinWarCrimes #UkraineUnderAttack #Ukraine #RussiaWarCrimes",FuckPutinBot
neutral,"Одете себе си, Путин!\n(Macedonian)\n\n#UkraineUnderAttack #StopRussianAggression #UkraineRussiaWar #PutinWarCrimes",FuckPutinBot
neutral,RT @ZofiaDyrman: Let’s singvtogether #StandWithUkriane #Ukraina #UkraineUnderAttack #RussiaInvadedUkraine #WARINUKRAINE #StopRussia #PutinI…,BlowOfTheWind
negative,"Go Fuck сябе, Пуцін!\n(Belarusian)\n\n#StopPutin #UkraineUnderAttack #Ukraine #IStandWithUkraine",FuckPutinBot
neutral,"Ga jezelf neuken, putin!\n(Dutch)\n\n#FuckPutin #UkraineUnderAttack #IStandWithUkraine #Ukraine",FuckPutinBot
neutral,RT @jon_tigray: #TigrayGenocide #Mykolaiv #Ukraine️ #UkraineUnderAttack \n#Ethiopia #SiyadArts https://t.co/jhAeuCHOJ0,MhretabZeru
positive,"RT @Gerashchenko_en: The legendary sapper, #Patron-the-dog, came to St. Mykola Hospital in #Lviv yesterday to support the war-torn children…",MarciaBunney
positive,"RT @Gerashchenko_en: The legendary sapper, #Patron-the-dog, came to St. Mykola Hospital in #Lviv yesterday to support the war-torn children…",Adriana60907491
neutral,"Jdi kurva, putin!\n(Czech)\n\n#UkraineUnderAttack #StopPutin #FuckPutin #RussianWarCrimes",FuckPutinBot
neutral,"Одете себе си, Путин!\n(Macedonian)\n\n#UkraineUnderAttack #UkraineRussiaWar #PutinWarCrimes #PutinsWar",FuckPutinBot
negative,"Gaan fuck jouself, Poetin!\n(Afrikaans)\n\n#FuckPutin #IStandWithUkraine #StandWithUkraine #UkraineUnderAttack",FuckPutinBot
neutral,RT @UWTracker: #Ukraine: Members of the 25th Airborne Brigade of the Ukrainian Army use a Ukrainian UAG-40 40x53mm automatic grenade launch…,mbelcastrob
neutral,"Иди трахнуйся, Путин!\n(Russian)\n\n#RussiaInvadedUkraine #UkraineUnderAttack #StopRussianAggression #StopPutin",FuckPutinBot
neutral,"RT @SharleenLittle4: #Russia has already surpassed North Korea, Iran, Syria and Cuba in atrocities against humanity. This country is a terr…",MisaelS28718803
neutral,"Иди трахнуйся, Путин!\n(Russian)\n\n#FuckPutin #PutinWarCrimes #UkraineUnderAttack #RussianWarCrimes",FuckPutinBot
negative,"Iet Fuck sevi, Putins!\n(Latvian)\n\n#StopRussianAggression #UkraineUnderAttack #Ukraine #IStandWithUkraine",FuckPutinBot
neutral,去他妈的，普京！\n(Chinese Simplified)\n\n#PutinWarCrimes #UkraineUnderAttack #UkraineRussiaWar #StopRussianAggression,FuckPutinBot
neutral,RT @UWTracker: #Ukraine: Members of the 25th Airborne Brigade of the Ukrainian Army use a Ukrainian UAG-40 40x53mm automatic grenade launch…,TurnAmericaBlu_
negative,"Iet Fuck sevi, Putins!\n(Latvian)\n\n#PutinsWar #UkraineUnderAttack #RussianWarCrimes #PutinWarCrimes",FuckPutinBot
neutral,"Du-te dracu ', Putin!\n(Romanian)\n\n#UkraineUnderAttack #IStandWithUkraine #StandWithUkraine #UkraineRussiaWar",FuckPutinBot
neutral,اپنے آپ کو بھاڑ میں جاؤ، پوتین!\n(Urdu)\n\n#UkraineUnderAttack #UkraineRussiaWar #StandWithUkraine #RussiaWarCrimes,FuckPutinBot
neutral,"RT @SharleenLittle4: #Russia has already surpassed North Korea, Iran, Syria and Cuba in atrocities against humanity. This country is a terr…",IgorFillipe7
neutral,الذهاب اللعنة نفسك، بوتين!\n(Arabic)\n\n#UkraineRussiaWar #UkraineUnderAttack #PutinWarCrimes #RussianWarCrimes,FuckPutinBot
neutral,"Mine kuradi ise, Putin!\n(Estonian)\n\n#PutinsWar #StandWithUkraine #RussiaWarCrimes #UkraineUnderAttack",FuckPutinBot
neutral,"Va te faire foutre, Poutine!\n(French)\n\n#Ukraine #UkraineUnderAttack #IStandWithUkraine #PutinWarCrimes",FuckPutinBot
neutral,#Ukraine️: Another Russian Mi-35M [29 Blue] combat helicopter was pulled from the Dnipro River in #Kyiv Oblast alon… https://t.co/pEpwtCtRAD,UWTracker
neutral,#Ukraine: A member of the Ukrainian forces with two anti-tank mines donated by Germany-a DM31 landmine with a magne… https://t.co/4KKaUwi4vH,UWTracker
neutral,"#Ukraine: Russian forces have captured the Ukrainian \Triton-01\"" armored vehicle in the #Kharkiv region.… https://t.co/SbAwFiiCu2""",UWTracker
